506 [    pgoapi] [ INFO] pgoapi v1.1.7 - Copyright (c) 2016 tjado <https://github.com/tejado>
284 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
284 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
284 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
284 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
284 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
284 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
284 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
284 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
284 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
284 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
285 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
288 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
288 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
288 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
288 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
288 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
288 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
289 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
289 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
289 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
289 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
289 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
289 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
289 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
289 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
289 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
289 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
289 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
290 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
290 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
290 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
290 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
290 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
290 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
290 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
290 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
290 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
290 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
290 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
290 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
291 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
291 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
291 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
291 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
291 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
291 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
291 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
291 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
291 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
291 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
291 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
291 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
291 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
292 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
292 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
292 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
292 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
292 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
292 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
292 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
292 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
292 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
292 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
292 [   rpc_api] [DEBUG] Found list: cell_id - trying as repeated
293 [   rpc_api] [DEBUG] cell_id -> [Redacted]
293 [   rpc_api] [DEBUG] cell_id -> [Redacted]
293 [   rpc_api] [DEBUG] cell_id -> [Redacted]
293 [   rpc_api] [DEBUG] cell_id -> [Redacted]
293 [   rpc_api] [DEBUG] cell_id -> [Redacted]
293 [   rpc_api] [DEBUG] cell_id -> [Redacted]
293 [   rpc_api] [DEBUG] cell_id -> [Redacted]
293 [   rpc_api] [DEBUG] cell_id -> [Redacted]
293 [   rpc_api] [DEBUG] cell_id -> [Redacted]
293 [   rpc_api] [DEBUG] cell_id -> [Redacted]
294 [   rpc_api] [DEBUG] cell_id -> [Redacted]
294 [   rpc_api] [DEBUG] cell_id -> [Redacted]
294 [   rpc_api] [DEBUG] cell_id -> [Redacted]
294 [   rpc_api] [DEBUG] cell_id -> [Redacted]
294 [   rpc_api] [DEBUG] cell_id -> [Redacted]
294 [   rpc_api] [DEBUG] cell_id -> [Redacted]
294 [   rpc_api] [DEBUG] cell_id -> [Redacted]
294 [   rpc_api] [DEBUG] cell_id -> [Redacted]
297 [   rpc_api] [DEBUG] cell_id -> [Redacted]
297 [   rpc_api] [DEBUG] cell_id -> [Redacted]
297 [   rpc_api] [DEBUG] cell_id -> [Redacted]
297 [   rpc_api] [DEBUG] cell_id -> [Redacted]
297 [   rpc_api] [DEBUG] cell_id -> [Redacted]
298 [   rpc_api] [DEBUG] cell_id -> [Redacted]
298 [   rpc_api] [DEBUG] cell_id -> [Redacted]
298 [   rpc_api] [DEBUG] cell_id -> [Redacted]
298 [   rpc_api] [DEBUG] cell_id -> [Redacted]
298 [   rpc_api] [DEBUG] cell_id -> [Redacted]
298 [   rpc_api] [DEBUG] cell_id -> [Redacted]
298 [   rpc_api] [DEBUG] cell_id -> [Redacted]
298 [   rpc_api] [DEBUG] cell_id -> [Redacted]
298 [   rpc_api] [DEBUG] cell_id -> [Redacted]
298 [   rpc_api] [DEBUG] cell_id -> [Redacted]
299 [   rpc_api] [DEBUG] cell_id -> [Redacted]
299 [   rpc_api] [DEBUG] cell_id -> [Redacted]
299 [   rpc_api] [DEBUG] cell_id -> [Redacted]
299 [   rpc_api] [DEBUG] cell_id -> [Redacted]
299 [   rpc_api] [DEBUG] cell_id -> [Redacted]
299 [   rpc_api] [DEBUG] cell_id -> [Redacted]
299 [   rpc_api] [DEBUG] cell_id -> [Redacted]
299 [   rpc_api] [DEBUG] cell_id -> [Redacted]
299 [   rpc_api] [DEBUG] cell_id -> [Redacted]
299 [   rpc_api] [DEBUG] cell_id -> [Redacted]
299 [   rpc_api] [DEBUG] cell_id -> [Redacted]
299 [   rpc_api] [DEBUG] cell_id -> [Redacted]
300 [   rpc_api] [DEBUG] cell_id -> [Redacted]
300 [   rpc_api] [DEBUG] cell_id -> [Redacted]
300 [   rpc_api] [DEBUG] cell_id -> [Redacted]
300 [   rpc_api] [DEBUG] cell_id -> [Redacted]
300 [   rpc_api] [DEBUG] cell_id -> [Redacted]
300 [   rpc_api] [DEBUG] cell_id -> [Redacted]
300 [   rpc_api] [DEBUG] cell_id -> [Redacted]
300 [   rpc_api] [DEBUG] cell_id -> [Redacted]
301 [   rpc_api] [DEBUG] cell_id -> [Redacted]
301 [   rpc_api] [DEBUG] cell_id -> [Redacted]
301 [   rpc_api] [DEBUG] cell_id -> [Redacted]
301 [   rpc_api] [DEBUG] cell_id -> [Redacted]
301 [   rpc_api] [DEBUG] cell_id -> [Redacted]
301 [   rpc_api] [DEBUG] cell_id -> [Redacted]
301 [   rpc_api] [DEBUG] cell_id -> [Redacted]
301 [   rpc_api] [DEBUG] cell_id -> [Redacted]
301 [   rpc_api] [DEBUG] cell_id -> [Redacted]
302 [   rpc_api] [DEBUG] cell_id -> [Redacted]
302 [   rpc_api] [DEBUG] cell_id -> [Redacted]
302 [   rpc_api] [DEBUG] No Session Ticket found - using OAUTH Access Token
302 [      auth] [DEBUG] Access Token still valid for further 02:58:00 hours (1471137446 < 1471148126)
302 [  auth_ptc] [DEBUG] Using cached PTC Access Token
303 [   rpc_api] [DEBUG] Generated protobuf request: 
status_code: 2
request_id: 456160726639497601
requests {
  request_type: GET_MAP_OBJECTS
  request_message: "\n\300\004\200\200\200\200\304\201\304\344L\200\200\200\200\314\201\304\344L\200\200\200\200\324\201\304\344L\200\200\200\200\334\201\304\344L\200\200\200\200\344\201\304\344L\200\200\200\200\204\202\304\344L\200\200\200\200\214\202\304\344L\200\200\200\200\224\202\304\344L\200\200\200\200\234\202\304\344L\200\200\200\200\244\202\304\344L\200\200\200\200\254\202\304\344L\200\200\200\200\264\202\304\344L\200\200\200\200\274\202\304\344L\200\200\200\200\304\202\304\344L\200\200\200\200\314\202\304\344L\200\200\200\200\324\202\304\344L\200\200\200\200\334\202\304\344L\200\200\200\200\344\202\304\344L\200\200\200\200\354\202\304\344L\200\200\200\200\364\202\304\344L\200\200\200\200\374\202\304\344L\200\200\200\200\304\207\304\344L\200\200\200\200\324\207\304\344L\200\200\200\200\334\207\304\344L\200\200\200\200\344\207\304\344L\200\200\200\200\354\207\304\344L\200\200\200\200\364\207\304\344L\200\200\200\200\374\207\304\344L\200\200\200\200\204\210\304\344L\200\200\200\200\214\210\304\344L\200\200\200\200\224\210\304\344L\200\200\200\200\234\210\304\344L\200\200\200\200\244\210\304\344L\200\200\200\200\254\210\304\344L\200\200\200\200\274\210\304\344L\200\200\200\200\324\214\304\344L\200\200\200\200\334\214\304\344L\200\200\200\200\344\214\304\344L\200\200\200\200\374\214\304\344L\200\200\200\200\204\215\304\344L\200\200\200\200\214\215\304\344L\200\200\200\200\224\215\304\344L\200\200\200\200\234\215\304\344L\200\200\200\200\244\215\304\344L\200\200\200\200\254\215\304\344L\200\200\200\200\264\215\304\344L\200\200\200\200\274\215\304\344L\200\200\200\200\304\215\304\344L\200\200\200\200\314\215\304\344L\200\200\200\200\324\215\304\344L\200\200\200\200\334\215\304\344L\200\200\200\200\344\215\304\344L\200\200\200\200\354\215\304\344L\200\200\200\200\364\215\304\344L\200\200\200\200\374\215\304\344L\200\200\200\200\204\216\304\344L\200\200\200\200\214\216\304\344L\200\200\200\200\224\216\304\344L\200\200\200\200\234\216\304\344L\200\200\200\200\244\216\304\344L\200\200\200\200\254\216\304\344L\200\200\200\200\264\216\304\344L\200\200\200\200\274\216\304\344L\200\200\200\200\254\217\304\344L\022@\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\031x\371\214\372\332\272F@!\261\211\314\\`cR\300"
}
unknown6 {
  request_type: 6
  unknown2 {
  }
}
latitude: [Redacted]
longitude: [Redacted]
altitude: 8.0
auth_info {
  provider: "ptc"
  token {
    contents: "TGT-23885427-gPiTkX9K1g6BfazG333cbLuetCiP9snDIsGnWG4EeCSkzjkm32-sso.pokemon.com"
    unknown2: 59
  }
}
unknown12: 989

304 [   rpc_api] [DEBUG] Execution of RPC
307 [connectionpool] [ INFO] Starting new HTTPS connection (1): pgorelease.nianticlabs.com
931 [connectionpool] [DEBUG] "POST /plfe/rpc HTTP/1.1" 200 None
932 [   rpc_api] [DEBUG] Parsing main RPC response...
932 [   rpc_api] [DEBUG] Protobuf structure of rpc response:
status_code: 53
request_id: 456160726639497601
api_url: "pgorelease.nianticlabs.com/plfe/640"
auth_ticket {
  start: "\023\013\030\246\247H-K\0364\022\264\345\010\'\330\023?\2565\235\312\353\204\'\277\330\223\337\343@{\310L\254\350\265\330\230\032\000\000b\"\n\030\253\303\256\021\303\024U\223\002q.\230\246\216\003\014\200\364"
  expire_timestamp_ms: 1471139126895
  end: "\3643\025>\246\376\264\2728\000w\240\322\037\027\201"
}
returns: ""
returns: ""

944 [   rpc_api] [DEBUG] Decode raw over protoc (protoc has to be in your PATH):
1: 53
2: 456160726639497601
3: "pgorelease.nianticlabs.com/plfe/640"
7 {
  1: "\023\013\030\246\247H-K\0364\022\264\345\010\'\330\023?\2565\235\312\353\204\'\277\330\223\337\343@{\310L\254\350\265\330\230\032\000\000b\"\n\030\253\303\256\021\303\024U\223\002q.\230\246\216\003\014\200\364"
  2: 1471139126895
  3: "\3643\025>\246\376\264\2728\000w\240\322\037\027\201"
}
100: ""
100: ""

944 [   rpc_api] [DEBUG] Parsing sub RPC responses...
944 [    pgoapi] [ INFO] API Endpoint redirect... re-execution of call
945 [   rpc_api] [DEBUG] Generating main RPC request...
945 [   rpc_api] [DEBUG] Incremented RPC Request ID: 456160726639497602
945 [   rpc_api] [DEBUG] Generating sub RPC requests...
945 [   rpc_api] [DEBUG] Subrequest class: POGOProtos.Networking.Requests.Messages_pb2.GetMapObjectsMessage
945 [   rpc_api] [DEBUG] Found list: since_timestamp_ms - trying as repeated
945 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
946 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
946 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
946 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
946 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
946 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
946 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
946 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
947 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
947 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
947 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
947 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
947 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
947 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
947 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
947 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
947 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
947 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
948 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
948 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
948 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
948 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
948 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
948 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
948 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
948 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
949 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
949 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
949 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
949 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
949 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
949 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
949 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
949 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
949 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
950 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
950 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
950 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
950 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
950 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
950 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
950 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
950 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
950 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
950 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
951 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
951 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
951 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
951 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
951 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
951 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
951 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
951 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
951 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
952 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
952 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
952 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
952 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
952 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
952 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
952 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
952 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
953 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
953 [   rpc_api] [DEBUG] since_timestamp_ms -> 0
953 [   rpc_api] [DEBUG] Found list: cell_id - trying as repeated
953 [   rpc_api] [DEBUG] cell_id -> [Redacted]
953 [   rpc_api] [DEBUG] cell_id -> [Redacted]
953 [   rpc_api] [DEBUG] cell_id -> [Redacted]
953 [   rpc_api] [DEBUG] cell_id -> [Redacted]
953 [   rpc_api] [DEBUG] cell_id -> [Redacted]
953 [   rpc_api] [DEBUG] cell_id -> [Redacted]
954 [   rpc_api] [DEBUG] cell_id -> [Redacted]
954 [   rpc_api] [DEBUG] cell_id -> [Redacted]
954 [   rpc_api] [DEBUG] cell_id -> [Redacted]
954 [   rpc_api] [DEBUG] cell_id -> [Redacted]
954 [   rpc_api] [DEBUG] cell_id -> [Redacted]
954 [   rpc_api] [DEBUG] cell_id -> [Redacted]
954 [   rpc_api] [DEBUG] cell_id -> [Redacted]
954 [   rpc_api] [DEBUG] cell_id -> [Redacted]
954 [   rpc_api] [DEBUG] cell_id -> [Redacted]
954 [   rpc_api] [DEBUG] cell_id -> [Redacted]
955 [   rpc_api] [DEBUG] cell_id -> [Redacted]
955 [   rpc_api] [DEBUG] cell_id -> [Redacted]
955 [   rpc_api] [DEBUG] cell_id -> [Redacted]
955 [   rpc_api] [DEBUG] cell_id -> [Redacted]
955 [   rpc_api] [DEBUG] cell_id -> [Redacted]
955 [   rpc_api] [DEBUG] cell_id -> [Redacted]
955 [   rpc_api] [DEBUG] cell_id -> [Redacted]
955 [   rpc_api] [DEBUG] cell_id -> [Redacted]
955 [   rpc_api] [DEBUG] cell_id -> [Redacted]
955 [   rpc_api] [DEBUG] cell_id -> [Redacted]
956 [   rpc_api] [DEBUG] cell_id -> [Redacted]
956 [   rpc_api] [DEBUG] cell_id -> [Redacted]
956 [   rpc_api] [DEBUG] cell_id -> [Redacted]
956 [   rpc_api] [DEBUG] cell_id -> [Redacted]
956 [   rpc_api] [DEBUG] cell_id -> [Redacted]
956 [   rpc_api] [DEBUG] cell_id -> [Redacted]
956 [   rpc_api] [DEBUG] cell_id -> [Redacted]
956 [   rpc_api] [DEBUG] cell_id -> [Redacted]
956 [   rpc_api] [DEBUG] cell_id -> [Redacted]
957 [   rpc_api] [DEBUG] cell_id -> [Redacted]
957 [   rpc_api] [DEBUG] cell_id -> [Redacted]
957 [   rpc_api] [DEBUG] cell_id -> [Redacted]
957 [   rpc_api] [DEBUG] cell_id -> [Redacted]
957 [   rpc_api] [DEBUG] cell_id -> [Redacted]
957 [   rpc_api] [DEBUG] cell_id -> [Redacted]
957 [   rpc_api] [DEBUG] cell_id -> [Redacted]
957 [   rpc_api] [DEBUG] cell_id -> [Redacted]
957 [   rpc_api] [DEBUG] cell_id -> [Redacted]
958 [   rpc_api] [DEBUG] cell_id -> [Redacted]
958 [   rpc_api] [DEBUG] cell_id -> [Redacted]
958 [   rpc_api] [DEBUG] cell_id -> [Redacted]
958 [   rpc_api] [DEBUG] cell_id -> [Redacted]
958 [   rpc_api] [DEBUG] cell_id -> [Redacted]
958 [   rpc_api] [DEBUG] cell_id -> [Redacted]
958 [   rpc_api] [DEBUG] cell_id -> [Redacted]
958 [   rpc_api] [DEBUG] cell_id -> [Redacted]
958 [   rpc_api] [DEBUG] cell_id -> [Redacted]
958 [   rpc_api] [DEBUG] cell_id -> [Redacted]
959 [   rpc_api] [DEBUG] cell_id -> [Redacted]
959 [   rpc_api] [DEBUG] cell_id -> [Redacted]
959 [   rpc_api] [DEBUG] cell_id -> [Redacted]
959 [   rpc_api] [DEBUG] cell_id -> [Redacted]
959 [   rpc_api] [DEBUG] cell_id -> [Redacted]
959 [   rpc_api] [DEBUG] cell_id -> [Redacted]
959 [   rpc_api] [DEBUG] cell_id -> [Redacted]
959 [   rpc_api] [DEBUG] cell_id -> [Redacted]
959 [   rpc_api] [DEBUG] cell_id -> [Redacted]
960 [   rpc_api] [DEBUG] cell_id -> [Redacted]
960 [   rpc_api] [DEBUG] No Session Ticket found - using OAUTH Access Token
960 [      auth] [DEBUG] Access Token still valid for further 02:57:59 hours (1471137447 < 1471148126)
960 [  auth_ptc] [DEBUG] Using cached PTC Access Token
961 [   rpc_api] [DEBUG] Generated protobuf request: 
status_code: 2
request_id: 456160726639497602
requests {
  request_type: GET_MAP_OBJECTS
  request_message: "\n\300\004\200\200\200\200\304\201\304\344L\200\200\200\200\314\201\304\344L\200\200\200\200\324\201\304\344L\200\200\200\200\334\201\304\344L\200\200\200\200\344\201\304\344L\200\200\200\200\204\202\304\344L\200\200\200\200\214\202\304\344L\200\200\200\200\224\202\304\344L\200\200\200\200\234\202\304\344L\200\200\200\200\244\202\304\344L\200\200\200\200\254\202\304\344L\200\200\200\200\264\202\304\344L\200\200\200\200\274\202\304\344L\200\200\200\200\304\202\304\344L\200\200\200\200\314\202\304\344L\200\200\200\200\324\202\304\344L\200\200\200\200\334\202\304\344L\200\200\200\200\344\202\304\344L\200\200\200\200\354\202\304\344L\200\200\200\200\364\202\304\344L\200\200\200\200\374\202\304\344L\200\200\200\200\304\207\304\344L\200\200\200\200\324\207\304\344L\200\200\200\200\334\207\304\344L\200\200\200\200\344\207\304\344L\200\200\200\200\354\207\304\344L\200\200\200\200\364\207\304\344L\200\200\200\200\374\207\304\344L\200\200\200\200\204\210\304\344L\200\200\200\200\214\210\304\344L\200\200\200\200\224\210\304\344L\200\200\200\200\234\210\304\344L\200\200\200\200\244\210\304\344L\200\200\200\200\254\210\304\344L\200\200\200\200\274\210\304\344L\200\200\200\200\324\214\304\344L\200\200\200\200\334\214\304\344L\200\200\200\200\344\214\304\344L\200\200\200\200\374\214\304\344L\200\200\200\200\204\215\304\344L\200\200\200\200\214\215\304\344L\200\200\200\200\224\215\304\344L\200\200\200\200\234\215\304\344L\200\200\200\200\244\215\304\344L\200\200\200\200\254\215\304\344L\200\200\200\200\264\215\304\344L\200\200\200\200\274\215\304\344L\200\200\200\200\304\215\304\344L\200\200\200\200\314\215\304\344L\200\200\200\200\324\215\304\344L\200\200\200\200\334\215\304\344L\200\200\200\200\344\215\304\344L\200\200\200\200\354\215\304\344L\200\200\200\200\364\215\304\344L\200\200\200\200\374\215\304\344L\200\200\200\200\204\216\304\344L\200\200\200\200\214\216\304\344L\200\200\200\200\224\216\304\344L\200\200\200\200\234\216\304\344L\200\200\200\200\244\216\304\344L\200\200\200\200\254\216\304\344L\200\200\200\200\264\216\304\344L\200\200\200\200\274\216\304\344L\200\200\200\200\254\217\304\344L\022@\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\031x\371\214\372\332\272F@!\261\211\314\\`cR\300"
}
unknown6 {
  request_type: 6
  unknown2 {
  }
}
latitude: [Redacted]
longitude: [Redacted]
altitude: 8.0
auth_info {
  provider: "ptc"
  token {
    contents: "TGT-23885427-gPiTkX9K1g6BfazG333cbLuetCiP9snDIsGnWG4EeCSkzjkm32-sso.pokemon.com"
    unknown2: 59
  }
}
unknown12: 989

961 [   rpc_api] [DEBUG] Execution of RPC
